
benefits,company,jk,job_date,job_description,job_details,job_label,job_page_url,job_title,location,qualifications,rating,salary,scrape_time,state,zipcode
,Louis Vuitton,6ddc718a8cb7423f,2 days ago,"Poste


We seek a high caliber, commercially minded Team Manager with a thorough understanding of the luxury market and a key focus on team and client development. We are specifically seeking Sr. level retail managers for the role (Store Managers, Multi-unit Managers or similar scope of responsibility).
Profil

As a Team Manager at Louis Vuitton you will take ownership of a category within the business, develop and lead teams, foster client relationships, be strategically agile to drive strong sales results and ensure the highest level of client service is delivered. You will be responsible for providing market expertise in relation to client needs and developing strategies to maximize product performance by leveraging visual merchandising, client development training and team animations.

To be successful in this role you must possess extensive people management skills gained within a high profile luxury or client-centric retail brand, specialized category expertise within the luxury market, world class customer service skills and the desire to continuously strive to exceed our client’s expectations.
Informations à l'attention des candidats

Louis Vuitton is a company that respects the uniqueness of each employee and offers everyone the means to find their place and thrive. We promote initiatives aimed at supporting professional equality for everyone. We strive to go above and beyond purely symbolic measures by building a culture focused on meaningful strategies aimed at creating an inclusive workforce.

In addition to a generous benefits package, unparalleled career development opportunities, both locally & globally, as an employee at Louis Vuitton, you can expect to be provided with industry leading training which will offer you an in-depth insight into the luxury and retail environment.
RÉFÉRENCE : LVM12135", ,,http://www.indeed.com/rc/clk?jk=6ddc718a8cb7423f&fccid=1807e5727f702882&vjs=3,"Team Manager, Topanga Plaza", ,,3.8, ,2022-01-08 11:13:12.500043,,
,TikTok,1101f3e66d68fab3,2 days ago,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. The US Trust and Safety Policy Team works to identify safety risks on platform and codify policies to ensure our users are safe while using our platform and also have the freedom to express themselves authentically.

Sitting within Policy, the US Escalation Management team helps keep ur users safe by responding to varying levels of escalations and supports articulating our safety narrative and policy priorities externally. Our team thinks strategically about risk while probing into the details of fast-moving situations under significant stakeholder scrutiny.

We are seeking a subject matter expert in misinformation and disinformation, conspiracy, impersonation, deepfakes, and election integrity to support managing escalations within our Integrity & Authenticity (I&A) issue vertical. The work of the Escalation Management team is critical for delivering user safety solutions during crises while mitigating serious risks to the community and company. You will leverage your subject matter expertise to manage crisis situations that require cross-functional coordination, conduct complex problem solving related to policy and risk mitigation, and draft reports under tight deadlines for leadership and cross functional teams such as Communications and Public Policy.

Your interest and professional expertise are grounded in experience in industry, extra-curricular, and/or academic interests in topics related to Integrity and Authenticity.

Responsibilities

Investigate, analyze, and drive our most sensitive and complex policy escalations to resolution, and communicate to cross-functional partners involved throughout the whole process.
Provide real-time summaries for cross functional partners related to ongoing and resolved time-sensitive escalations, such as Communications, Public Policy, User Support, and Engineering.
Assess content and quickly make policy determinations for Integrity and Authenticity escalations in partnership with Policy development teams.
Collect, analyze and utilize data and escalation trends to develop improvements to escalation management processes and provide recommendations for process, policy, and product improvements.
Work closely with Policy development teams to articulate and resolve policy gaps.
Be willing and able to work with sensitive issues and content that includes but is not limited to child exploitation, graphic violence, self-injury, suicide which may be considered offensive or disturbing.
Bachelor's degree in a relevant field; master's degree a plus
3-5+ years of professional experience in industry, government, communications, academia, civic society, or equivalent relevant experience with a particular focus in misinformation/disinformation, conspiracy theories, deep-fakes, impersonation, and election integrity
Ability to thrive in ambiguous environments, identify trade-offs, and make grounded decisions in complex and high-pressure situations
Ability to communicate complex concepts to broader stakeholders without shared subject matter expertise
Demonstrated systematic thought process regarding policy and thorough operational experience
Demonstrated critical thinking skills and interest in ethics and policy
Highly organized with experience prioritizing multiple functions and tasks while managing time efficiently without compromising quality
Experience working independently with impeccable judgment
Strong attention to detail -- highly self-driven and results oriented

Preferred qualifications:

Proficiency in data analytics tools, such as Excel and SQL
Deep knowledge of online threats and how policy develops in new media, technology, entertainment, or related fields
Experience working on a global team
Communications experience

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.", ,,http://www.indeed.com/rc/clk?jk=1101f3e66d68fab3&fccid=caed318a9335aac0&vjs=3,"US Escalation Manager, Integrity and Authenticity", ,,3.5, ,2022-01-08 11:13:18.159554,,
,Spotify,2dc13158d4a10d20,Today,"Content
Music
We seek an outstanding songwriter & publishing relations manager to join our global Music team. You will develop, build and maintain Spotify’s relationships with the songwriting & publishing industry across the world, creating opportunities for partnership and creative services. Above all, your work will impact the way the world experiences music.
Location
Los Angeles
Job type
Permanent
What You'll Do
Identify, analyze, and implement opportunities to drive growth for Spotify and the publishing industry - songwriters, producers & publishers.
Develop creative services and tools for Spotify to provide to publishing companies & songwriters.
Provide business strategy, framework, guidance and insight to different areas of Spotify’s publishing program.
Optimize existing product initiatives and support new areas of exploration in publishing.
Deliver world-leading songwriter-focused opportunities - e.g. writer camps, masterclasses
Maintain, develop and grow Spotify’s partnerships with songwriters, publishers and industry bodies.
Communicate across internal partners on behalf of songwriters, publishers, societies and other industry bodies to improve the value and performance of these partnerships.
Educate and advocate on behalf of Spotify to songwriters, publishers, societies and the publishing community.
Troubleshoot and manage key relationships to maintain active dialogue with partners.
Work cross-functionally with Marketplace/R&D, Artist & Label Partnerships, Licensing, Legal, Editorial, Marketing, and Finance.
What You'll Bring
Experience working with publishers, PROs/Collecting Societies and/or songwriters.
You have deep knowledge of digital music and streaming; key partners, business models, market dynamics and creative opportunities.
You have a deep understanding of music publishing, from creative development to digital music rights and copyright admin.
You are experienced at working across different cultures and time zones.
You have the ability to succeed in an entrepreneurial, ambiguous, R&D start-up environment.
You are a confident and articulate presenter, both to small and large audiences.
You have a history of self motivated performance with the ability and tenacity to implement.
You have strong personal organization and project management abilities.
You are a great teammate who recognizes that we are scaling fast, and can listen to and voice viewpoints internally.
You have a high level of comfort collaborating with all levels of management (externally and internally) and to communicate cross-functionally in a structured and clear manner to influence outcomes.
You have an excellent network of contacts in the publishing & songwriting worlds.
You are fluent in both written and spoken English. Fluency in another language is a plus.
Our global benefits
Extensive learning opportunities, through our dedicated team, GreenHouse.
Flexible share incentives letting you choose how you share in our success.
Global parental leave, six months off - fully paid - for all new parents.
All The Feels, our employee assistance program and self-care hub.
Flexible public holidays, swap days off according to your values and beliefs.
Spotify On Tour, join your colleagues on trips to industry festivals and events.
Learn about life at Spotify
Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users.
This position is not eligible to be performed in Colorado.", ,,http://www.indeed.com/rc/clk?jk=2dc13158d4a10d20&fccid=fe404d18bb9eef1e&vjs=3,Songwriter & Publishing Relations Manager, ,,4.3, ,2022-01-08 11:13:22.141146,,
, ,5f3959fa4e1e72f3,Today,"About the company: TechLaw recognizes that our company is successful because of its people. We share with our employees a vision of a company where people are valued and motivated by opportunities to learn, contribute and grow. Our environmental consultants help government and commercial clients assess performance, manage risk, implement sustainable remedies, and resolve uncertainty. Professionalism, knowledge and experience are the hallmarks of our team. We have the experience to lead, the know-how to succeed, and the compassion to care.
Job Description: TechLaw is seeking a part time Title and Records Researcher with 2-5 years of experience in title research. In this position the right candidate will be performing title research and conducting public record reviews online as well as at California State and Los Angeles County agencies.

Work may include:
Visiting County clerk and assessor's offices to identify the ownership history of specific parcels of land.
Visiting State and County Agencies' offices to copy records as tasked.
Examining documentation such as deed, mortgages, liens, judgments, easements, plat books, maps, contracts, and agreements to verify factors such as properties' legal descriptions, ownership, or restrictions.
Copying recorded documents, such as deeds, liens, mortgages, trust deeds, and contracts that affect property titles.
Obtaining maps or drawings delineating properties from county surveyors or assessors' offices.
TechLaw offers a competitive salary commensurate with experience, a comprehensive benefits package, technical and management training. We will provide the ideal candidate a collaborative environment with opportunities for learning and expanding knowledge and skills. New hires will be encouraged to cross-train in other environmental consulting work areas at TechLaw.
Salary Range: $40 - $50 per hour DOE
Anticipated Work Schedule: 15-20 hours per week
Required Qualifications:

2-5 years title research experience
Excellent reading comprehension
Strong ability to multi-task
Meticulous attention to detail
Strong computer, software and internet skills
Ability to work independently and yet be team oriented
Ability to scan documents and upload to company server
TechLaw Consultants is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, marital status, national origin, age, veteran status, disability, or any other protected class.

Benefits: Paid Sick Leave, 401(k) and an Employee Stock Ownership Plan.", ,,http://www.indeed.com/rc/clk?jk=5f3959fa4e1e72f3&fccid=f50207b64f59865d&vjs=3,Title and Records Researcher, ,, ,$40 - $50 an hour,2022-01-08 11:13:24.429337,,
,"Marriott International, Inc",97733535d3a52b5f,2 days ago,"Posting Date Jan 05, 2022
Job Number 22001778
Job Category Finance & Accounting
Location JWMarriott/Ritz-Carlton LALIVE, 900 W. Olympic Blvd, Los Angeles, California, United States
Brand Marriott Hotels Resorts
Schedule Full-Time
Relocation? N
Position Type Non-Management
Located Remotely? N
Marriott International portfolio of brands includes both JW Marriott and Marriott Hotels.
Marriott Hotels, Marriott International’s flagship brand with more than 500 global locations, is advancing the art of hosting so that our guests can travel brilliantly. As a host with Marriott Hotels, you will help keep this promise by delivering premium choices, sophisticated style, and well-crafted details. With your skills and imagination, together we will innovate and reinvent the future of travel.

JW Marriott is part of Marriott International's luxury portfolio and consists of more than 80 beautiful properties in gateway cities and distinctive resort locations around the world. JW believes our associates come first. Because if you’re happy, our guests will be happy. It’s as simple as that. Our hotels offer a work experience unlike any other, where you’ll be part of a community and enjoy a true camaraderie with a diverse group of co-workers. JW creates opportunities for training, development, recognition and most importantly, a place where you can really pursue your passions in a luxury environment. Treating guests exceptionally starts with the way we take care of our associates. That’s The JW Treatment™.

JOB SUMMARY
Check figures, postings, and documents for accuracy. Organize, secure, and maintain all files, records, cash and cash equivalents in accordance with policies and procedures. Record, store, access, and/or analyze computerized financial information. Classify, code, and summarize numerical and financial data to compile and keep financial records, using journals, ledgers, and/or computers. Prepare, maintain, audit, and distribute statistical, financial, accounting, auditing, or payroll reports and tables. Complete period-end closing procedures and reports as specified. Prepare, review, reconcile, and issue bills, invoices, and account statements according to company procedures. Follow-up and resolve past due accounts and vendor invoices until payment in full is received or resolved. Prepare daily consolidated deposits of cash received by all cash handling employees. Document, maintain, communicate, and act upon all Cash Variances. Prepare, maintain, and administer all cashier banks and contracts.
Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets; protect the privacy and security of guests and coworkers. Speak with others using clear and professional language; prepare and review written documents accurately and completely; answer telephones using appropriate etiquette. Move, lift, carry, push, pull, and place objects weighing less than or equal to 10 pounds without assistance. Develop and maintain positive working relationships with others; support team to reach common goals; listen and respond appropriately to the concerns of other employees. Perform other reasonable job duties as requested by Supervisors.
Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law. Marriott International considers for employment qualified applicants with criminal histories consistent with applicable federal, state and local law.",Full-time,,http://www.indeed.com/rc/clk?jk=97733535d3a52b5f&fccid=0b6c496064ecd79a&vjs=3,General Accountant,"900 West Olympic Boulevard, Los Angeles, CA 90015",,4.1, ,2022-01-08 11:13:29.539786,,
,Pacific Premier Bank,561f17ec0cef254c,Just posted,"Job DescriptionThe Deposit Processing Specialist conducts customer and Bank transactions with accuracy speed, efficiency, and professionalism meeting the high quality service delivery standards of the Bank. The Deposit Processing Specialist is responsible for high quality support and services to the bank, branches, and ultimately the customers. This position ensures security and safety measures are followed in accordance with Bank policies and procedures. The Deposit Processing Specialist is responsible for achieving goals set by Deposit Processing department management.RESPONSIBILITIES• Conduct day-to-day processing operations for Bank branches (e.g. review and verify documentation, report items, update files).• Process NSF, non-post Items, stop payment suspects and exception items (large items, duplicate items, ACH returns and reclamations, etc.) on a daily basis; • Regulation E claims tracking, research and resolution according the regulatory requirements and network rules; • Process returned mail, research requests, and verification of deposits;• Record keeping, transaction processing, or reconciliation for Attorney Client Trust accounts, CDARs, ICS, Quick Rate CDs and Brokered CDs;• Debit card fraud alert monitoring;• Process claims for forged checks and check adjustments• Answer and assist with branch requests via email and telephone.• Sort/distribute daily reports to specified departments/managers. • Participate in special department projects.• Monitor and ensure adherence to Bank policy and procedure.QUALIFICATIONS• 3-5 years of branch operations or relevant experience • High School Diploma or equivalent credential

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",Full-time,,http://www.indeed.com/rc/clk?jk=561f17ec0cef254c&fccid=d1d1e671d8244c8c&vjs=3,Deposit Processing Specialist, ,,3.1, ,2022-01-08 11:13:31.891177,,
,GOAT,55db699cb323ba85,Today,"At GOAT Group (GOAT, Flight Club, alias) our brand teams tell stories – from who we are to what we stand for. With a blend of skill, drive and creative imagination, we deliver on these stories through design, content and production. As the company continues to expand rapidly, your work will play an important role in further developing our brand point of view and forging stronger relationships with our community.
alias is the global listing platform for the greatest products from the past, present and future. As an Associate Visual Designer, you’ll work on industry-leading marketing campaigns, both in-house and through creative partnerships, and tell the story of alias in the digital and physical worlds.
We are looking for a highly motivated designer, passionate about fashion and its transformations, that will help build our brand across a variety of channels.
In this role, you will:
Adopt, deepen and expand the design vision of alias across all platforms
Support on marketing campaigns across different mediums & channels including mobile, emails, social, experiential and print
Work cross-functionally to deliver a cohesive brand message that is premium, polished and best- in- class
Promote awareness of design trends through research and experimentation
Support on all internal design needs for GOAT Group
We are looking for:
An excellent understanding of layout, typography, visual hierarchy, motion and art direction
Strong and relevant knowledge of trends in fashion and culture
Proven written and verbal communication skills: you can effectively articulate your ideas and advocate for your designs
Highly detailed and diligent outputs with the ability to balance multiple priorities while maintaining clear communication
Strong interpersonal skills
Strong desire to push the boundaries of how brands are interpreted and understood",Full-time,,http://www.indeed.com/rc/clk?jk=55db699cb323ba85&fccid=b927576e1f417be2&vjs=3,Associate Visual Designer, ,,3.2, ,2022-01-08 11:13:34.886180,,
,American Airlines,909eb21680c49fc3,1 day ago,"Location: Los Angeles Apt, Terminal 4 (LAX-TRM4)
Additional Locations: None
Requisition ID: 52975
Intro
Are you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board!
Why you'll love this job
American is looking for a goal-oriented Customer Service Manager (CSM) who wants to elevate their experience, knowledge, and network within the company. With our leadership program, you will be able to develop yourself to be the best leader you want to be in the American organization.
CSMs must ensure a safe, high performing operation by leading, engaging, coaching and developing the front-line team members. You will be supporting your teams' effort by creating a safe, reliable operation while delivering an exceptional customer experience.
Also, being energized by a fast-paced dynamic environment and passionate about safety, teamwork, leadership, and delivering a quality product to our customers, front-line, and vendors.
CSMs must enable an environment that develops our front-line team members and fosters mutual respect, trust, responsibility, and core values while connecting people and improving lives during our day-to-day operation.
This job is a member of the Airports Team within the Customer Experience Division.
What you'll do
As noted above, this list is intended to reflect the current job but there may be additional essential functions (and certainly non-essential job functions) that are not referenced. Management will modify the job or require other tasks be performed whenever it is deemed appropriate to do so, observing, of course, any legal obligations including any collective bargaining obligations
Drives operational excellence while keeping a safety-conscious environment that promotes end-to-end exceptional customer service, resulting in employee and customer safety and well-being
Be a safety advocate: Look for safety concerns and address them as needed
Establish team and individual goals in support of departmental and company objectives, Coaches and mentors frontline team members in skill development, customer service elevation and company culture behaviors
Establishes and promotes effective relationships with team members that fosters compassion, authenticity, integrity, respect and dignity
Effectively allocates resources and provides appropriate support to enable teams to deliver on operational goals in a safe manner
Ensure the ongoing safety and reliability of our operation by conducting self-audits, observations, root cause investigations and other related safety engagements
Promote effective communication among departments to engage our team to work together to achieve common goals
Familiarity with Joint Collective Bargaining Agreement (JCBA) and ensure team members adhere to corporate policy/procedure
Embrace the core values: (Passion, commitment, efficiency, reliability, dependability, optimism, honesty, positivity, and loyalty)
Analyze station specific data on a regular basis to improve scheduling, training and overall station performance
Conduct lost time conversations
Understand corporate initiatives and how they apply to the local station (e.g., One team, One Turn metrics)
Ability to learn and apply union contract rules/regs in interactions with frontline team members and local union leaders
Produce local reporting based on station leadership needs
All you'll need for success
Minimum Qualifications- Education & Prior Job Experience
High School diploma or GED equivalency
Preferred Qualifications- Education & Prior Job Experience
Previous airport customer service experience
2 years' experience leading others
Knowledge of company policies and procedures and functional automation applications
All you'll need for success
Skills, Licenses & Certifications
Ability to bring out the best performance in the workforce through proactive employee engagement and support for an inclusive working environment
Ability to actively listen - giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate
Critical thinking ability - using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems
Ability to monitor and assess performance of self, team members and the operation to make improvements or take corrective action
Strong decision-making skills
Ability to work independently as well as collaboratively
Ability to work under demanding operational conditions
Ability to prioritize and execute with a sense of urgency and preciseness
Ability to use sound business judgment to resolve issues with internal and external customers
Ability to coordinate station activities and collaborate with multi-functional departments and agencies to ensure essential needs are met for a safe, efficient, on-time operation
Knowledge of Microsoft Office to include Word, Excel, PowerPoint, Outlook, etc.
Has USPS clearance or the ability to obtain USPS clearance. USPS has a five-year United States residency requirement
Ability to work extra hours when there are operational needs
Ability to work rotating shifts including weekends, holidays and days-off
What you'll get
Feel free to take advantage of all that American Airlines has to offer:
Travel Perks: Ready to explore the world? You, your family and your friends can reach 365 destinations on more than 6,800 daily flights across our global network.
Health Benefits: On day one, you’ll have access to your health, dental, prescription and vision benefits to help you stay well and that’s just the start, we also offer virtual doctor visits, flexible spending accounts and more.
Wellness Programs: We want you to be the best version of yourself – that’s why our wellness programs provide you with all the right tools, resources and support you need.
401(k) Program: Available upon hire and, depending on the workgroup, employer contributions to your 401(k) program are available after one year.
Additional Benefits: Other great benefits include our Employee Assistance Program, pet insurance and discounts on hotels, cars, cruises and more.
Feel Free to be yourself at American
From the team members we hire to the customers we serve; inclusion and diversity are the foundation of the dynamic workforce at American Airlines. Our 20+ Employee Business Resource Groups are focused on connecting our team members to our customers, suppliers, communities and shareholders, helping team members reach their full potential and creating an inclusive work environment to meet and exceed the needs of our diverse world.

Are you ready to feel a tremendous sense of pride and satisfaction as you do your part to keep the largest airline in the world running smoothly as we care for people on life’s journey? Feel free to be yourself at American.
Additional Locations: None
Requisition ID: 52975", ,,http://www.indeed.com/rc/clk?jk=909eb21680c49fc3&fccid=b445cea762cc7d0d&vjs=3,"Customer Service Manager, Airport Customer Experience Administration", ,,4, ,2022-01-08 11:13:41.876319,,
,Adobe,abc1cb588bd22bd8,1 day ago,"locations
Los Angeles
McLean
San Jose
Seattle
New York
time type
Full time
posted on
Posted Yesterday
job requisition id
R117894
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!
The Opportunity
Adobe is looking for a high-energy, driven, and self-motivated individual to join Adobe's Sales Development team as a Business Development Representative (BDR) for the Adobe Experience Cloud. Becoming a Business Development Representative is the first step to a rewarding and lucrative career in software sales. Adobe is welcoming driven individuals who are recent college graduates, or looking to make a career change! As an Entry-level Sales Representative, you will have the opportunity to learn about the industry, and set the foundation for career advancement. Take your first step by applying online today!
What you'll Do
Prospect, educate, qualify, and develop Target Accounts and inbound leads to create sales-ready meetings and opportunities. This includes target market penetration, calling on CXOs, senior-level executives, trade show attendance, following up on marketing generated leads, webinar and event follow-up, creative campaign and door opener outreach, and more.
Interact with prospects via telephone, video correspondence, and email
Research accounts, identify key players, generate interest and develop accounts to stimulate opportunity
Disseminate opportunities to appropriate AE, educating each rep as necessary about the opportunity
Effectively handle and overcome prospect objections with confidence
Become a trusted resource and develop productive relationships with prospects
Update lead scoring and prospect interaction in salesforce.com to ensure efficient lead management
Meet and exceed monthly, quarterly, and annual pipeline generating targets to ensure territory revenue objectives and pipeline linearity
Provide closed-loop feedback to ensure continuous process optimization
Maintain professional internal and external relationships that meet our core values and culture.
What you need to succeed
Self-starter with a track record of successful lead follow-up and sales development at multiple executive levels within an organization
Pre-call planning
Opportunity qualification and objection handling
Call structure and control
Time and territory management
Ability to handle ecosystem relationship management to achieve joint goals
Consistent track record of achieving measurable inside sales goals in a sales environment where accurate entry and management of lead data in a CRM system was required
Ability to work in a high-energy sales team environment; phenomenal and collaborative teammate
Positive and energetic phone skills, excellent listening skills, strong writing and presentation skills
The highest level of integrity
Proficient with standard corporate productivity tools (email, voicemail, MS Office)
Sales training and salesforce.com experience a plus
4-year college degree or equivalent experience required",Full-time,,http://www.indeed.com/rc/clk?jk=abc1cb588bd22bd8&fccid=f89deb5a97c7738a&vjs=3,Business Development Representative, ,,4.3, ,2022-01-08 11:13:44.949414,,
, ,07c9bd57f343c34c,1 day ago,"About BuzzFeed

BuzzFeed is the world's leading tech-powered, diversified media company that reaches hundreds of millions of people globally through its cross-platform news and entertainment network. We produce articles, lists, quizzes, videos, and original series; lifestyle content through brands including Tasty, the world's largest social food network; original reporting and investigative journalism through BuzzFeed News and HuffPost; original pop culture and entertainment programming through Complex Networks; an industry-leading affiliate business, strategic partnerships, licensing and product development through BuzzFeed Commerce; and original productions across broadcast, cable, SVOD, film and digital platforms for BuzzFeed Studios.

The Role

BuzzFeed is seeking an Associate Social Media Strategist to focus on video publishing strategy for some of BuzzFeed's key brand pages; across Facebook, Instagram, Twitter, and Snapchat - including BuzzFeed Main, Tasty, and others. This position will use data to inform decisions and will collaborate closely with operations and video producers to ensure that our content is being released in the most optimal way across all video platforms.

The ideal candidate is obsessed with both publishers and content creators particularly on across the aforementioned platforms and would be able to understand and summarize how and why certain videos blow up — where did they take off, what makes them special, why are they worth sharing?

The ideal candidate is able to navigate a fast-paced and dynamic work environment with efficiency and maturity. We're looking for a rockstar who is naturally organized and detail-oriented, enthusiastic about social media and all things BuzzFeed — someone who is a data-obsessed self-starter with excellent judgement and communication skills.

This is a full-time weekend (Wednesday - Sunday) salaried position at either our New York or Los Angeles offices. We offer competitive compensation and a stock option program.

You Will

Plan, schedule, publish, and analyze video and distributed content releases across multiple Facebook, Instagram, Twitter and Snapchat accounts
Use knowledge of online video & platform best practices to present our videos in the most shareable way, helping them to have the biggest reach and impact
Partner with the operations team and the content analytics team to develop and implement strategies and experiments
Brainstorm and ideate with content producers based on data, strategy, and platform best practices
Generate ideas for Facebook, Instagram, Twitter, Snapchat, and more.
Monitor discussions, posts, and comments across multiple social media channels
Acts as an advisor for new initiatives; a respected thought leader to help teams throughout the company crack new content areas and formats
Has the foresight to anticipate issues in workflow or content performance and present to manager possible actionable solutions. Able to think outside the day-to-day to find creative scalable solutions (i.e.: work smarter not harder).

Part of what makes BuzzFeed a pioneer in digital media is our commitment to exploring new ventures that lead to spreading truth and joy. As such, you may be asked to share your knowledge with your colleagues through presentations or trainings, to screen and interview job candidates, or to take part in recruitment or networking events on behalf of the company.

You Have

1-3 years of experience online writing/editing/curating on the web
Understanding of the digital landscape and a proven interest in keeping up to date with developments in web platforms and applications
Deep enthusiasm for experimenting with content and strategy to optimize for key metrics
Knowledge of the online video ecosystem
Native Facebook, Twitter, Snapchat, Instagram and TikTok user
Ability to make informed decisions based on metrics analyzed across platforms
Deep understanding of how titling and thumbnails can affect a video's performance
Strong organizational and communication skills
Must have excellent writing skills
Responds to a fluctuating workload with a positive attitude and is always ready to tackle new challenges!
Ability to handle multiple priorities - a tireless work ethic never hurts!

FYI — job descriptions are not a one size fits all, just because you don't meet every requirement doesn't mean we don't want to hear from you. If you think you'd be a good fit for the job anyway, use your application to show us why!

Life at BuzzFeed

At BuzzFeed, we believe our work benefits from the diverse perspectives of our employees. As such, BuzzFeed celebrates inclusion and is committed to equal opportunity employment. At BuzzFeed, you can expect:

A supportive, inclusive atmosphere on a team that values your contributions
Opportunities for personal and professional growth through work experience, offerings from our in-house Learning @ BuzzFeed team, our Employee Resource Groups, and more
An attractive and equitable compensation package, including salary and stock options

A generous benefits program featuring PTO, unlimited sick time, comprehensive medical benefits, a family leave policy, access to mental health platforms, retirement plans, gym and wellness discounts, and much more.

BuzzFeed is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, color, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category.

At BuzzFeed, we want all employees to feel safe and comfortable when they engage in any in-person meetings, when visiting the office, or when working from an offsite production or meeting location. As part of this commitment to health and safety, BuzzFeed requires COVID-19 vaccines for current U.S. employees, including all newly hired employees. Requests for accommodation per applicable law for health and/or religious reasons will be considered. Union employees are subject to what is outlined in their applicable collective bargaining agreement.",Full-time,,http://www.indeed.com/rc/clk?jk=07c9bd57f343c34c&fccid=b102625070cdb638&vjs=3,Associate Social Strategist, ,, , ,2022-01-08 11:13:48.240974,,
